signer22_sample449,24
signer22_sample595,169
signer23_sample33,24
signer23_sample172,208
signer23_sample178,169
signer23_sample273,208
signer23_sample322,169
signer23_sample451,169
signer23_sample555,24
signer23_sample562,208
signer23_sample662,24
signer24_sample16,24
signer24_sample154,208
signer24_sample215,24
signer24_sample234,208
signer24_sample348,169
signer24_sample408,24
signer24_sample477,169
signer24_sample521,169
signer24_sample573,208
signer26_sample10,169
signer26_sample109,169
signer26_sample171,208
signer26_sample216,24
signer26_sample279,208
signer26_sample431,169
signer26_sample537,208
signer26_sample608,24
signer28_sample142,24
signer28_sample294,169
signer28_sample302,169
signer28_sample416,169
signer28_sample420,208
signer28_sample450,208
signer28_sample557,24
signer28_sample599,208
signer29_sample54,24
signer29_sample167,208
signer29_sample168,208
signer29_sample446,169
signer29_sample503,169
signer29_sample532,24
signer29_sample543,24
signer29_sample555,169
signer29_sample601,208
signer31_sample40,24
signer31_sample140,169
signer31_sample178,208
signer31_sample268,24
signer31_sample275,208
signer31_sample320,24
signer31_sample338,208
signer31_sample358,169
signer31_sample417,169
signer32_sample12,24
signer32_sample97,24
signer32_sample104,208
signer32_sample231,169
signer32_sample300,208
signer32_sample327,169
signer32_sample389,169
signer32_sample530,24
signer33_sample54,169
signer33_sample198,208
signer33_sample224,208
signer33_sample451,24
signer33_sample538,24
signer33_sample543,208
signer33_sample551,24
signer33_sample631,169
signer33_sample655,169
signer36_sample72,169
signer36_sample80,24
signer36_sample174,24
signer36_sample206,24
signer36_sample297,208
signer36_sample393,208
signer36_sample487,208
signer36_sample537,169
signer36_sample633,169
signer37_sample62,169
signer37_sample133,24
signer37_sample160,208
signer37_sample318,208
signer37_sample335,24
signer37_sample336,24
signer37_sample356,208
signer37_sample485,169
signer37_sample608,169
signer38_sample105,169
signer38_sample231,24
signer38_sample299,24
signer38_sample326,24
signer38_sample378,208
signer38_sample409,169
signer38_sample433,208
signer38_sample532,208
signer38_sample608,169
signer40_sample69,208
signer40_sample74,208
signer40_sample108,169
signer40_sample201,169
signer40_sample274,24
signer40_sample285,169
signer40_sample490,24
signer40_sample511,208
signer40_sample655,24
signer41_sample42,24
signer41_sample72,169
signer41_sample73,208
signer41_sample120,169
signer41_sample289,208
signer41_sample296,24
signer41_sample318,208
signer41_sample454,169
signer41_sample507,24
signer42_sample19,169
signer42_sample44,24
signer42_sample149,24
signer42_sample150,24
signer42_sample316,208
signer42_sample419,169
signer42_sample458,169
signer42_sample502,208
signer42_sample589,208
